FECHA (YYMMDD);HORA (HHMM);;
140324;0100;;
140324;0200;;
140324;0300;;
140324;0400;;
140324;0500;;
140324;0600;;
140324;0700;;
140324;0800;;
140324;0900;;
140324;1000;;
140324;1100;;
140324;1200;;
140324;1300;;
140324;1400;15,7;
140324;1500;16,6;
140324;1600;17,2;
140324;1700;16,8;
140324;1800;15,8;
140324;1900;13,9;
140324;2000;12;
140324;2100;10,8;
140324;2200;10,1;
140324;2300;9,7;
140325;0000;9,5;
140325;0100;9,29999;
140325;0200;8,89999;
140325;0300;8,7;
140325;0400;8,5;
140325;0500;8,29999;
140325;0600;8,2;
140325;0700;7,89999;
140325;0800;7,89999;
140325;0900;9,7;
140325;1000;10,9;
140325;1100;12,7;
140325;1200;15;
140325;1300;17,4;
140325;1400;19,3;
140325;1500;20,6;
140325;1600;21,5;
140325;1700;21,5;
140325;1800;21,1;
140325;1900;19,4;
140325;2000;17,2;
140325;2100;15;
140325;2200;13,7;
140325;2300;12,9;
140326;0000;11,9;
140326;0100;11,2;
140326;0200;10,8;
140326;0300;10,5;
140326;0400;10,3;
140326;0500;10;
140326;0600;9,7;
140326;0700;9,59999;
140326;0800;9,79999;
140326;0900;11,2;
140326;1000;13,9;
140326;1100;16,1;
140326;1200;17,6;
140326;1300;19,3;
140326;1400;20,6;
140326;1500;21,6;
140326;1600;20,8;
140326;1700;19,1;
140326;1800;16,8;
140326;1900;14,3;
140326;2000;12,3;
140326;2100;11,1;
140326;2200;10,6;
140326;2300;10,6;
140327;0000;10,4;
140327;0100;10,4;
140327;0200;10,5;
140327;0300;10,4;
140327;0400;10,4;
140327;0500;10,4;
140327;0600;10,4;
140327;0700;10,1;
140327;0800;10,1;
140327;0900;10;
140327;1000;10,4;
140327;1100;10,7;
140327;1200;11,4;
140327;1300;12,4;
140327;1400;13,4;
140327;1500;13,8;
140327;1600;14,1;
140327;1700;14,7;
140327;1800;13,7;
140327;1900;12,2;
140327;2000;11,2;
140327;2100;11;
140327;2200;10,9;
140327;2300;10,7;
140328;0000;10,5;
140328;0100;10,5;
140328;0200;10,3;
140328;0300;10,3;
140328;0400;10,3;
140328;0500;10,4;
140328;0600;10,5;
140328;0700;10,6;
140328;0800;10,7;
140328;0900;11;
140328;1000;11,3;
140328;1100;11,7;
140328;1200;12,1;
140328;1300;12,4;
140328;1400;13,4;
140328;1500;13,8;
140328;1600;14,1;
140328;1700;13,8;
140328;1800;12,1;
140328;1900;11,7;
140328;2000;11,7;
140328;2100;11,6;
140328;2200;11,6;
140328;2300;11,5;
140329;0000;11,5;
140329;0100;11,4;
140329;0200;11,4;
140329;0300;11,4;
140329;0400;11,5;
140329;0500;11,3;
140329;0600;11,2;
140329;0700;11,2;
140329;0800;11,3;
140329;0900;11,6;
140329;1000;12,1;
140329;1100;12,7;
140329;1200;13,1;
140329;1300;12,9;
140329;1400;13,1;
140329;1500;13,2;
140329;1600;12,9;
140329;1700;12,7;
140329;1800;10,3;
140329;1900;8,79999;
140329;2000;8,5;
140329;2100;8,29999;
140329;2200;8,5;
140329;2300;8,5;
140330;0000;8,39999;
140330;0100;8,59999;
140330;0200;8,39999;
140330;0300;8;
140330;0400;8;
140330;0500;7,5;
140330;0600;7,2;
140330;0700;7,3;
140330;0800;8,09999;
140330;0900;9,09999;
140330;1000;9,59999;
140330;1100;10,2;
140330;1200;11,2;
140330;1300;11,6;
140330;1400;12,1;
140330;1500;12,2;
140330;1600;11,9;
140330;1700;11,7;
140330;1800;11,4;
140330;1900;11,1;
140330;2000;11,4;
140330;2100;11,8;
140330;2200;11,9;
140330;2300;12,1;
140331;0000;11,6;
140331;0100;11,6;
140331;0200;11,6;
140331;0300;11,5;
140331;0400;11;
140331;0500;10,7;
140331;0600;10,4;
140331;0700;10,2;
140331;0800;10,1;
140331;0900;10,2;
140331;1000;10,5;
140331;1100;10,5;
140331;1200;10,6;
140331;1300;10,9;
140331;1400;12,3;
140331;1500;12,6;
140331;1600;12,2;
140331;1700;12;
140331;1800;11,9;
140331;1900;11,9;
140331;2000;11,8;
140331;2100;11,3;
140331;2200;10,7;
140331;2300;9,89999;
140401;0000;9,79999;
140401;0100;9,7;
140401;0200;9,09999;
140401;0300;8,89999;
140401;0400;8,59999;
140401;0500;8,2;
140401;0600;7,89999;
140401;0700;7,89999;
140401;0800;7,8;
140401;0900;8,09999;
140401;1000;8,7;
140401;1100;9,7;
140401;1200;11,4;
140401;1300;13,4;
140401;1400;14,5;
140401;1500;15;
140401;1600;15,8;
140401;1700;16,2;
140401;1800;16;
140401;1900;14,7;
140401;2000;13,4;
140401;2100;12,8;
140401;2200;12,1;
140401;2300;11,2;
140402;0000;10,6;
140402;0100;10,1;
140402;0200;9,79999;
140402;0300;9,5;
140402;0400;9;
140402;0500;8,59999;
140402;0600;8,29999;
140402;0700;8,2;
140402;0800;8,2;
140402;0900;8,79999;
140402;1000;9,79999;
140402;1100;12,4;
140402;1200;15;
140402;1300;17,4;
140402;1400;18,3;
140402;1500;18,8;
140402;1600;18,5;
140402;1700;18;
140402;1800;16,4;
140402;1900;14,6;
140402;2000;12,9;
140402;2100;12,2;
140402;2200;11,4;
140402;2300;10,8;
140403;0000;10,3;
140403;0100;9,89999;
140403;0200;9,79999;
140403;0300;10,3;
140403;0400;10,6;
140403;0500;10,6;
140403;0600;10,6;
140403;0700;10,5;
140403;0800;10,5;
140403;0900;10,5;
140403;1000;10,6;
140403;1100;10,7;
140403;1200;10,9;
140403;1300;11;
140403;1400;11,1;
140403;1500;11,3;
140403;1600;11,4;
140403;1700;11,3;
140403;1800;11,3;
140403;1900;11,2;
140403;2000;11,3;
140403;2100;11,2;
140403;2200;11,1;
140403;2300;11,1;
140404;0000;11;
140404;0100;10,7;
140404;0200;10,3;
140404;0300;10,1;
140404;0400;10,2;
140404;0500;10,3;
140404;0600;10,4;
140404;0700;10,4;
140404;0800;10,2;
140404;0900;10,2;
140404;1000;11;
140404;1100;11,8;
140404;1200;13,2;
140404;1300;13,5;
140404;1400;14,3;
140404;1500;14,6;
140404;1600;14,7;
140404;1700;14,4;
140404;1800;13,9;
140404;1900;13;
140404;2000;12,1;
140404;2100;11,2;
140404;2200;10,5;
140404;2300;9,79999;
140405;0000;9,39999;
140405;0100;8,89999;
140405;0200;8,59999;
140405;0300;8,89999;
140405;0400;8,59999;
140405;0500;8,39999;
140405;0600;8,09999;
140405;0700;7,6;
140405;0800;7,6;
140405;0900;8;
140405;1000;8,39999;
