datetime,Estacion,direccion_viento,humedad_relativa,precipitaciones,presion_atmosferica,temperatura_ambiente,velocidad_viento,"mp_2,5"
2017-05-11 11:00:00,otoño,55.0,9.0,0.2,994.0,13.4,1.3,41.0
2017-05-11 12:00:00,otoño,53.0,9.0,0.0,993.0,14.6,2.4,11.0
2017-05-11 13:00:00,otoño,53.0,7.0,0.0,992.0,16.7,2.4,11.0
2017-05-11 14:00:00,otoño,34.0,11.0,0.0,992.0,17.0,1.5,7.0
2017-05-11 15:00:00,otoño,338.0,18.0,0.0,991.0,16.9,0.8,3.0
2017-05-11 16:00:00,otoño,286.0,21.0,0.0,991.0,16.9,0.7,3.0
2017-05-11 17:00:00,otoño,267.0,22.0,0.0,990.0,15.8,0.6,2.0
2017-05-11 18:00:00,otoño,23.0,16.0,0.2,991.0,15.7,1.5,4.0
2017-05-11 19:00:00,otoño,53.0,15.0,0.0,991.0,16.1,2.0,11.0
2017-05-11 20:00:00,otoño,55.0,14.0,0.0,991.0,15.7,3.4,13.0
2017-05-11 21:00:00,otoño,36.0,16.0,0.0,992.0,14.0,0.9,21.0
2017-05-11 22:00:00,otoño,4.0,18.0,0.0,992.0,13.0,0.6,22.0
2017-05-11 23:00:00,otoño,354.0,18.0,0.2,992.0,13.0,0.4,2.0
2017-05-12 00:00:00,otoño,307.0,19.0,0.4,993.0,12.7,0.3,4.0
2017-05-12 01:00:00,otoño,332.0,21.0,0.0,993.0,12.4,0.3,7.0
2017-05-12 02:00:00,otoño,47.0,16.0,0.0,992.0,14.5,1.7,4.0
2017-05-12 03:00:00,otoño,53.0,15.0,0.0,993.0,14.4,1.1,2.0
2017-05-12 04:00:00,otoño,273.0,17.0,0.0,993.0,13.2,0.4,2.0
2017-05-12 05:00:00,otoño,40.0,16.0,0.0,993.0,14.2,1.3,2.0
2017-05-12 06:00:00,otoño,19.0,15.0,0.0,993.0,14.7,1.3,2.0
2017-05-12 07:00:00,otoño,360.0,17.0,0.0,994.0,13.5,0.5,2.0
2017-05-12 08:00:00,otoño,19.0,17.0,0.0,994.0,14.2,1.2,3.0
2017-05-12 09:00:00,otoño,46.0,15.0,0.0,995.0,15.3,1.4,4.0
2017-05-12 10:00:00,otoño,49.0,15.0,0.0,996.0,15.5,1.4,3.0
2017-05-12 11:00:00,otoño,49.0,15.0,0.0,996.0,15.8,1.5,5.0
2017-05-12 12:00:00,otoño,49.0,15.0,0.0,995.0,16.7,2.5,5.0
2017-05-12 13:00:00,otoño,58.0,15.0,0.0,995.0,17.0,3.0,3.0
2017-05-12 14:00:00,otoño,53.0,14.0,0.0,995.0,17.6,2.6,5.0
2017-05-12 15:00:00,otoño,54.0,16.0,0.0,994.0,18.1,2.7,7.0
2017-05-12 16:00:00,otoño,52.0,17.0,0.0,994.0,19.2,2.6,3.0
2017-05-12 17:00:00,otoño,309.0,9.0,0.0,994.0,17.1,0.7,2.0
2017-05-12 18:00:00,otoño,311.0,5.0,0.0,994.0,14.4,0.2,2.0
2017-05-12 19:00:00,otoño,289.0,6.0,0.0,994.0,13.5,0.1,19.0
2017-05-12 20:00:00,otoño,356.0,6.0,0.0,997.0,13.3,0.3,136.0
2017-05-12 21:00:00,otoño,345.0,6.0,0.0,997.0,12.5,0.5,70.0
2017-05-12 22:00:00,otoño,356.0,8.0,0.0,998.0,11.9,0.6,101.0
2017-05-12 23:00:00,otoño,22.0,13.0,0.0,998.0,11.3,0.7,52.0
2017-05-13 00:00:00,otoño,10.0,16.0,0.0,998.0,11.1,0.6,26.0
2017-05-13 01:00:00,otoño,358.0,18.0,0.0,998.0,11.0,0.5,14.0
2017-05-13 02:00:00,otoño,41.0,19.0,0.0,999.0,11.0,0.5,18.0
2017-05-13 03:00:00,otoño,25.0,19.0,0.0,999.0,10.9,0.7,16.0
2017-05-13 04:00:00,otoño,44.0,19.0,0.0,999.0,10.9,1.1,13.0
2017-05-13 05:00:00,otoño,58.0,20.0,0.0,999.0,10.4,0.9,9.0
2017-05-13 06:00:00,otoño,44.0,20.0,0.0,1000.0,10.3,0.5,8.0
2017-05-13 07:00:00,otoño,22.0,20.0,0.0,1000.0,10.4,0.4,10.0
2017-05-13 08:00:00,otoño,3.0,20.0,0.0,1000.0,10.1,0.2,25.0
2017-05-13 09:00:00,otoño,35.0,19.0,0.0,1001.0,11.4,1.1,16.0
2017-05-13 10:00:00,otoño,52.0,14.0,0.0,1001.0,14.3,3.7,24.0
2017-05-13 11:00:00,otoño,56.0,11.0,0.0,1001.0,15.2,1.7,8.0
2017-05-13 12:00:00,otoño,55.0,12.0,0.0,1000.0,16.8,2.5,8.0
2017-05-13 13:00:00,otoño,52.0,19.0,0.0,999.0,16.9,2.7,6.0
2017-05-13 14:00:00,otoño,55.0,22.0,0.0,999.0,16.1,3.4,15.0
2017-05-13 15:00:00,otoño,51.0,20.0,0.0,998.0,15.7,2.0,8.0
2017-05-13 17:00:00,otoño,46.0,1.0,0.0,1001.0,16.3,2.1,3.0
2017-05-13 18:00:00,otoño,51.0,1.0,0.0,1001.0,16.3,2.8,2.0
2017-05-13 19:00:00,otoño,46.0,1.0,0.0,1001.0,15.9,1.4,2.0
2017-05-13 20:00:00,otoño,40.0,1.0,0.0,1001.0,16.0,1.4,2.0
2017-05-13 21:00:00,otoño,35.0,1.0,0.0,1000.0,15.3,1.1,2.0
2017-05-13 22:00:00,otoño,37.0,1.0,0.0,1000.0,15.6,1.7,2.0
2017-05-13 23:00:00,otoño,51.0,1.0,0.0,1000.0,16.1,3.6,2.0
2017-05-14 00:00:00,otoño,27.0,1.0,3.2,1001.0,14.5,1.8,2.0
2017-05-14 01:00:00,otoño,2.0,1.0,2.0,1001.0,13.7,1.2,2.0
2017-05-14 02:00:00,otoño,30.0,1.0,0.0,1001.0,13.3,0.8,2.0
2017-05-14 03:00:00,otoño,338.0,1.0,0.4,1002.0,13.1,0.7,2.0
2017-05-14 04:00:00,otoño,204.0,1.0,5.2,1003.0,13.0,1.6,2.0
2017-05-14 05:00:00,otoño,351.0,1.0,0.2,1003.0,12.7,0.7,2.0
2017-05-14 06:00:00,otoño,174.0,1.0,2.2,1004.0,12.3,1.4,3.0
2017-05-14 07:00:00,otoño,201.0,1.0,0.2,1005.0,12.3,1.2,2.0
2017-05-14 08:00:00,otoño,195.0,1.0,0.0,1006.0,12.0,1.1,2.0
2017-05-14 09:00:00,otoño,301.0,1.0,0.0,1007.0,11.4,0.9,3.0
2017-05-14 10:00:00,otoño,288.0,1.0,0.4,1009.0,11.4,0.8,2.0
2017-05-14 11:00:00,otoño,260.0,1.0,0.0,1009.0,12.6,0.8,2.0
2017-05-14 12:00:00,otoño,265.0,1.0,0.2,1011.0,12.3,1.4,2.0
2017-05-14 13:00:00,otoño,259.0,1.0,0.0,1010.0,13.5,0.8,2.0
2017-05-14 14:00:00,otoño,253.0,1.0,0.0,1010.0,13.3,0.9,2.0
2017-05-14 15:00:00,otoño,216.0,1.0,0.0,1011.0,14.8,2.2,2.0
2017-05-14 16:00:00,otoño,222.0,1.0,0.0,1012.0,14.4,2.4,2.0
2017-05-14 17:00:00,otoño,255.0,1.0,0.0,1012.0,11.8,1.1,2.0
2017-05-14 18:00:00,otoño,274.0,1.0,0.0,1013.0,10.5,0.8,3.0
2017-05-14 19:00:00,otoño,299.0,1.0,0.0,1014.0,9.100010000000001,0.4,2.0
2017-05-14 20:00:00,otoño,332.0,1.0,0.0,1015.0,8.100010000000001,0.2,2.0
2017-05-14 21:00:00,otoño,22.0,1.0,0.0,1015.0,7.7,0.6,2.0
2017-05-14 22:00:00,otoño,27.0,1.0,0.0,1016.0,7.4,0.9,2.0
2017-05-14 23:00:00,otoño,36.0,1.0,0.0,1016.0,7.4,1.0,2.0
2017-05-15 00:00:00,otoño,36.0,1.0,0.0,1016.0,7.3,0.9,2.0
2017-05-15 01:00:00,otoño,37.0,1.0,0.0,1016.0,6.8,1.1,2.0
2017-05-15 02:00:00,otoño,42.0,1.0,0.0,1016.0,6.6,1.3,2.0
2017-05-15 03:00:00,otoño,43.0,1.0,0.0,1016.0,5.1,2.1,2.0
2017-05-15 04:00:00,otoño,44.0,1.0,0.0,1016.0,4.5,1.8,2.0
2017-05-15 05:00:00,otoño,49.0,1.0,0.0,1016.0,4.6,1.6,2.0
2017-05-15 06:00:00,otoño,53.0,1.0,0.0,1015.0,4.2,1.9,2.0
2017-05-15 07:00:00,otoño,44.0,1.0,0.0,1015.0,3.2,1.7,2.0
2017-05-15 08:00:00,otoño,44.0,1.0,0.0,1015.0,2.4,1.7,2.0
2017-05-15 09:00:00,otoño,45.0,1.0,0.0,1015.0,2.2,2.0,2.0
2017-05-15 10:00:00,otoño,44.0,1.0,0.0,1015.0,2.9,1.6,2.0
2017-05-15 11:00:00,otoño,49.0,1.0,0.0,1015.0,5.5,1.8,2.0
2017-05-15 12:00:00,otoño,37.0,1.0,0.0,1014.0,8.899989999999999,0.8,2.0
2017-05-15 13:00:00,otoño,311.0,1.0,0.0,1013.0,10.8,0.4,2.0
2017-05-15 14:00:00,otoño,260.0,1.0,0.0,1012.0,12.1,0.3,2.0
2017-05-15 15:00:00,otoño,236.0,1.0,0.0,1011.0,13.2,1.0,2.0
2017-05-15 16:00:00,otoño,250.0,1.0,0.0,1011.0,13.2,1.2,2.0
2017-05-15 17:00:00,otoño,281.0,1.0,0.0,1010.0,11.3,0.7,2.0
2017-05-15 18:00:00,otoño,323.0,1.0,0.0,1010.0,9.8,0.0,2.0
2017-05-15 19:00:00,otoño,322.0,1.0,0.0,1010.0,8.899989999999999,0.1,3.0
2017-05-15 20:00:00,otoño,8.0,1.0,0.0,1010.0,8.600010000000001,0.4,2.0
2017-05-15 21:00:00,otoño,28.0,1.0,0.0,1010.0,8.100010000000001,0.7,2.0
2017-05-15 22:00:00,otoño,40.0,1.0,0.0,1009.0,7.9,1.3,2.0
2017-05-15 23:00:00,otoño,42.0,1.0,0.0,1009.0,7.2,1.4,2.0
2017-05-16 00:00:00,otoño,47.0,1.0,0.0,1009.0,6.8,1.1,2.0
2017-05-16 01:00:00,otoño,47.0,1.0,0.0,1009.0,6.4,1.4,2.0
2017-05-16 02:00:00,otoño,50.0,1.0,0.0,1009.0,5.9,1.4,2.0
2017-05-16 03:00:00,otoño,50.0,1.0,0.0,1008.0,5.7,1.6,2.0
2017-05-16 04:00:00,otoño,49.0,1.0,0.0,1009.0,5.3,1.8,2.0
2017-05-16 10:00:00,otoño,52.0,51.0,0.2,1001.0,10.5,2.9,2.0
2017-05-16 11:00:00,otoño,49.0,78.0,0.0,998.0,12.5,1.7,2.0
2017-05-16 12:00:00,otoño,33.0,75.0,0.0,998.0,13.5,1.5,2.0
2017-05-16 13:00:00,otoño,64.0,74.0,0.0,998.0,14.0,1.3,2.0
2017-05-16 14:00:00,otoño,53.0,74.0,0.0,997.0,14.6,2.4,2.0
2017-05-16 15:00:00,otoño,53.0,70.0,0.0,995.0,15.3,2.7,3.0
2017-05-16 16:00:00,otoño,50.0,71.0,0.0,995.0,14.9,2.0,3.0
2017-05-16 18:00:00,otoño,54.0,68.0,0.0,995.0,14.4,3.3,15.0
2017-05-16 19:00:00,otoño,54.0,68.0,0.0,994.0,14.3,4.0,13.0
2017-05-16 20:00:00,otoño,55.0,68.0,0.0,993.0,14.2,3.9,12.0
2017-05-16 21:00:00,otoño,53.0,67.0,0.0,993.0,14.3,3.5,9.0
2017-05-16 22:00:00,otoño,52.0,64.0,0.8,993.0,14.6,3.5,6.0
2017-05-16 23:00:00,otoño,47.0,72.0,0.8,993.0,13.5,3.4,3.0
2017-05-17 00:00:00,otoño,49.0,81.0,2.2,995.0,11.7,2.7,3.0
2017-05-17 01:00:00,otoño,69.0,93.0,4.0,995.0,11.0,1.7,6.0
2017-05-17 02:00:00,otoño,54.0,97.0,4.0,995.0,10.8,3.1,4.0
2017-05-17 03:00:00,otoño,53.0,97.0,2.4,994.0,10.7,2.9,4.0
2017-05-17 04:00:00,otoño,52.0,99.0,2.0,994.0,10.7,2.8,3.0
2017-05-17 05:00:00,otoño,51.0,95.0,0.2,994.0,10.9,3.2,2.0
2017-05-17 06:00:00,otoño,315.0,98.0,1.8,995.0,10.8,1.4,2.0
2017-05-17 07:00:00,otoño,288.0,103.0,2.0,995.0,10.4,0.4,4.0
2017-05-17 08:00:00,otoño,319.0,105.0,0.4,995.0,10.2,0.3,8.0
2017-05-17 09:00:00,otoño,333.0,105.0,0.2,996.0,10.2,0.2,27.0
2017-05-17 10:00:00,otoño,53.0,104.0,0.4,997.0,10.6,1.0,20.0
2017-05-17 11:00:00,otoño,54.0,95.0,0.0,997.0,11.7,2.2,10.0
2017-05-17 12:00:00,otoño,25.0,87.0,0.0,998.0,13.0,1.0,8.0
2017-05-17 13:00:00,otoño,246.0,88.0,0.0,998.0,12.5,1.1,6.0
2017-05-17 14:00:00,otoño,236.0,84.0,0.0,997.0,11.9,1.2,7.0
2017-05-17 15:00:00,otoño,294.0,94.0,0.0,997.0,11.7,0.6,8.0
2017-05-17 16:00:00,otoño,306.0,90.0,0.0,997.0,12.2,0.2,6.0
2017-05-17 17:00:00,otoño,317.0,99.0,0.0,998.0,10.5,0.4,22.0
2017-05-17 18:00:00,otoño,327.0,102.0,0.0,999.0,9.899989999999999,0.3,33.0
2017-05-17 19:00:00,otoño,51.0,95.0,0.0,1000.0,10.4,1.3,20.0
2017-05-17 20:00:00,otoño,234.0,95.0,1.6,1001.0,9.100010000000001,1.2,15.0
2017-05-17 21:00:00,otoño,355.0,102.0,3.4,1001.0,8.600010000000001,0.6,33.0
2017-05-17 22:00:00,otoño,12.0,101.0,0.4,1001.0,8.600010000000001,0.6,42.0
2017-05-17 23:00:00,otoño,305.0,103.0,0.0,1001.0,7.5,0.6,33.0
2017-05-18 00:00:00,otoño,360.0,104.0,0.0,1001.0,7.0,0.2,28.0
2017-05-18 01:00:00,otoño,235.0,105.0,0.2,1001.0,6.4,0.8,74.0
2017-05-18 02:00:00,otoño,238.0,105.0,0.0,1002.0,6.9,1.3,58.0
2017-05-18 11:00:00,otoño,210.0,105.0,0.0,1003.0,6.6,2.0,45.0
2017-05-18 12:00:00,otoño,220.0,97.0,0.0,1004.0,7.6,1.9,22.0
2017-05-18 13:00:00,otoño,214.0,90.0,0.0,1003.0,8.7,2.0,14.0
2017-05-18 14:00:00,otoño,227.0,85.0,0.0,1003.0,10.2,1.2,12.0
2017-05-18 15:00:00,otoño,218.0,80.0,0.0,1003.0,11.4,1.5,10.0
2017-05-18 16:00:00,otoño,297.0,91.0,0.0,1003.0,10.4,0.6,8.0
2017-05-18 17:00:00,otoño,313.0,100.0,0.0,1004.0,9.5,0.5,20.0
2017-05-18 18:00:00,otoño,24.0,100.0,0.0,1004.0,9.3,0.9,61.0
2017-05-18 19:00:00,otoño,43.0,93.0,0.0,1006.0,8.399989999999999,2.1,106.0
2017-05-18 20:00:00,otoño,44.0,98.0,0.0,1006.0,7.3,1.1,80.0
2017-05-18 21:00:00,otoño,35.0,101.0,0.0,1007.0,7.0,0.8,83.0
2017-05-18 22:00:00,otoño,41.0,98.0,0.0,1007.0,7.4,0.9,72.0
2017-05-18 23:00:00,otoño,42.0,99.0,0.0,1007.0,7.3,0.6,97.0
2017-05-19 00:00:00,otoño,45.0,98.0,0.0,1007.0,7.3,1.6,56.0
2017-05-19 01:00:00,otoño,45.0,100.0,0.0,1008.0,6.5,1.8,56.0
2017-05-19 02:00:00,otoño,45.0,101.0,0.0,1008.0,5.6,1.0,27.0
2017-05-19 03:00:00,otoño,11.0,103.0,0.0,1008.0,5.0,0.3,9.0
2017-05-19 04:00:00,otoño,7.0,104.0,0.0,1008.0,4.5,0.2,23.0
2017-05-19 05:00:00,otoño,344.0,105.0,0.0,1008.0,3.6,0.4,72.0
2017-05-19 06:00:00,otoño,41.0,105.0,0.0,1007.0,2.9,1.4,36.0
2017-05-19 07:00:00,otoño,44.0,105.0,0.0,1007.0,2.1,1.8,39.0
2017-05-19 15:00:00,otoño,207.0,97.0,0.0,1005.0,8.7,2.8,53.0
2017-05-19 16:00:00,otoño,218.0,92.0,0.0,1004.0,8.899989999999999,1.9,51.0
2017-05-19 17:00:00,otoño,276.0,100.0,0.0,1004.0,7.6,0.4,39.0
2017-05-19 18:00:00,otoño,333.0,103.0,0.0,1005.0,6.6,0.1,49.0
2017-05-19 19:00:00,otoño,297.0,105.0,0.2,1005.0,5.9,0.1,71.0
2017-05-19 20:00:00,otoño,358.0,105.0,0.0,1005.0,5.7,0.2,224.0
2017-05-19 23:00:00,otoño,38.0,105.0,0.0,1006.0,4.4,1.2,95.0
2017-05-20 00:00:00,otoño,44.0,105.0,0.0,1006.0,4.3,1.4,56.0
2017-05-20 01:00:00,otoño,48.0,105.0,0.0,1006.0,3.6,1.3,31.0
2017-05-20 02:00:00,otoño,33.0,104.0,0.0,1006.0,3.5,0.9,30.0
2017-05-20 03:00:00,otoño,46.0,104.0,0.0,1006.0,3.5,1.4,64.0
2017-05-20 04:00:00,otoño,47.0,103.0,0.0,1006.0,2.2,1.9,28.0
2017-05-20 05:00:00,otoño,49.0,103.0,0.0,1006.0,2.4,1.7,36.0
2017-05-20 06:00:00,otoño,40.0,103.0,0.0,1006.0,1.6,1.4,19.0
2017-05-20 07:00:00,otoño,50.0,102.0,0.0,1006.0,2.2,1.5,22.0
2017-05-20 08:00:00,otoño,45.0,101.0,0.0,1006.0,2.7,1.2,25.0
2017-05-20 09:00:00,otoño,47.0,98.0,0.0,1006.0,3.3,1.4,43.0
2017-05-20 10:00:00,otoño,46.0,94.0,0.0,1006.0,4.6,1.6,49.0
2017-05-20 11:00:00,otoño,46.0,87.0,0.0,1005.0,6.5,1.7,41.0
2017-05-20 12:00:00,otoño,49.0,81.0,0.0,1005.0,8.5,2.6,46.0
2017-05-20 13:00:00,otoño,47.0,77.0,0.0,1004.0,10.0,1.7,38.0
2017-05-20 14:00:00,otoño,48.0,74.0,0.0,1003.0,11.0,2.7,46.0
2017-05-26 14:00:00,otoño,207.0,103.0,0.0,1008.0,7.5,4.0,78.0
2017-05-26 15:00:00,otoño,206.0,88.0,0.0,1008.0,9.3,3.2,49.0
2017-05-26 16:00:00,otoño,216.0,92.0,0.0,1008.0,8.7,1.9,41.0
2017-05-26 17:00:00,otoño,241.0,103.0,0.0,1008.0,7.3,0.8,19.0
2017-05-26 18:00:00,otoño,241.0,102.0,0.0,1008.0,7.9,1.2,15.0
2017-05-26 19:00:00,otoño,264.0,97.0,0.0,1008.0,9.100010000000001,1.3,17.0
2017-05-26 20:00:00,otoño,256.0,103.0,0.0,1008.0,7.0,0.2,30.0
2017-05-27 15:00:00,otoño,133.0,103.0,0.0,1005.0,6.4,0.4,122.0
2017-05-27 16:00:00,otoño,15.0,98.0,0.0,1005.0,7.1,0.2,76.0
2017-05-27 17:00:00,otoño,12.0,103.0,0.0,1005.0,6.4,0.1,55.0
2017-05-27 18:00:00,otoño,284.0,105.0,0.0,1005.0,5.8,0.5,29.0
2017-05-29 17:00:00,otoño,52.0,105.0,0.0,1005.0,6.5,1.6,34.0
2017-05-29 18:00:00,otoño,283.0,105.0,0.0,1005.0,6.6,0.2,43.0
2017-05-29 19:00:00,otoño,339.0,105.0,0.0,1006.0,6.5,0.5,54.0
2017-05-29 20:00:00,otoño,319.0,105.0,0.0,1006.0,6.4,0.2,107.0
2017-05-29 21:00:00,otoño,46.0,105.0,0.0,1006.0,6.7,1.1,79.0
2017-05-29 22:00:00,otoño,48.0,105.0,0.0,1006.0,6.5,1.9,36.0
2017-05-29 23:00:00,otoño,54.0,105.0,0.0,1007.0,6.1,1.0,37.0
2017-05-30 00:00:00,otoño,115.0,105.0,0.0,1007.0,5.9,0.5,61.0
2017-05-30 12:00:00,otoño,50.0,104.0,0.0,1009.0,4.9,3.5,54.0
2017-05-30 13:00:00,otoño,50.0,101.0,0.0,1009.0,6.0,4.4,57.0
2017-05-30 14:00:00,otoño,52.0,98.0,0.0,1009.0,6.9,2.9,49.0
2017-05-30 15:00:00,otoño,52.0,97.0,0.0,1009.0,7.8,2.7,44.0
2017-05-30 16:00:00,otoño,20.0,98.0,0.0,1009.0,8.100010000000001,0.8,54.0
2017-05-30 17:00:00,otoño,31.0,95.0,0.0,1009.0,9.2,1.9,82.0
2017-05-30 18:00:00,otoño,35.0,97.0,0.0,1009.0,8.600010000000001,1.5,79.0
2017-05-30 19:00:00,otoño,17.0,104.0,0.0,1009.0,7.6,0.5,119.0
2017-05-30 20:00:00,otoño,39.0,105.0,0.0,1009.0,6.9,0.5,133.0
2017-05-30 21:00:00,otoño,45.0,105.0,0.0,1009.0,7.2,1.0,92.0
2017-05-30 22:00:00,otoño,44.0,101.0,0.0,1009.0,8.0,2.0,82.0
2017-05-30 23:00:00,otoño,43.0,100.0,0.0,1009.0,8.2,2.1,83.0
2017-05-31 00:00:00,otoño,44.0,98.0,0.0,1009.0,8.100010000000001,1.5,73.0
2017-05-31 01:00:00,otoño,49.0,96.0,0.0,1009.0,7.8,2.7,46.0
2017-05-31 02:00:00,otoño,50.0,99.0,0.2,1009.0,7.4,3.7,42.0
2017-05-31 03:00:00,otoño,49.0,99.0,0.0,1008.0,7.5,3.4,38.0
2017-05-31 04:00:00,otoño,52.0,98.0,0.0,1007.0,8.0,3.2,35.0
2017-05-31 05:00:00,otoño,49.0,96.0,0.0,1007.0,8.5,2.2,27.0
2017-05-31 06:00:00,otoño,45.0,93.0,0.0,1006.0,9.100010000000001,2.5,26.0
2017-05-31 07:00:00,otoño,278.0,99.0,0.2,1006.0,8.7,1.0,30.0
2017-05-31 08:00:00,otoño,51.0,102.0,0.0,1007.0,8.899989999999999,0.8,46.0
2017-05-31 09:00:00,otoño,41.0,101.0,0.2,1007.0,9.100010000000001,1.0,38.0
2017-05-31 10:00:00,otoño,270.0,101.0,0.0,1007.0,9.399989999999999,0.7,68.0
2017-05-31 11:00:00,otoño,116.0,94.0,0.0,1006.0,10.7,1.1,91.0
2017-05-31 12:00:00,otoño,162.0,101.0,0.6,1006.0,10.5,0.9,146.0
2017-05-31 13:00:00,otoño,203.0,100.0,0.0,1005.0,11.1,0.6,136.0
2017-05-31 15:00:00,otoño,71.0,93.0,0.0,1004.0,13.4,0.4,93.0
2017-05-31 16:00:00,otoño,32.0,94.0,0.0,1004.0,13.8,0.5,60.0
2017-05-31 17:00:00,otoño,242.0,100.0,0.2,1004.0,13.3,1.0,37.0
2017-05-31 18:00:00,otoño,246.0,103.0,0.2,1004.0,12.4,0.9,26.0
2017-05-31 19:00:00,otoño,274.0,105.0,1.0,1004.0,12.1,0.5,77.0
2017-06-01 04:00:00,otoño,250.0,105.0,0.0,1006.0,11.4,1.0,5.0
2017-06-01 05:00:00,otoño,312.0,105.0,0.0,1006.0,10.8,0.8,6.0
2017-06-01 11:00:00,otoño,218.0,103.0,0.0,1008.0,11.3,1.1,22.0
2017-06-01 12:00:00,otoño,206.0,97.0,0.0,1008.0,11.8,1.0,35.0
2017-06-01 13:00:00,otoño,221.0,96.0,0.0,1007.0,12.0,1.0,24.0
2017-06-01 14:00:00,otoño,225.0,90.0,0.0,1006.0,12.9,1.2,16.0
2017-06-01 15:00:00,otoño,255.0,91.0,0.0,1005.0,12.8,0.9,9.0
2017-06-01 16:00:00,otoño,288.0,96.0,0.0,1005.0,12.0,0.6,11.0
2017-06-01 17:00:00,otoño,279.0,99.0,0.0,1005.0,11.3,0.6,18.0
2017-06-01 18:00:00,otoño,291.0,105.0,0.0,1005.0,9.899989999999999,0.6,16.0
2017-06-01 20:00:00,otoño,241.0,101.0,0.0,1005.0,10.1,1.3,9.0
2017-06-01 21:00:00,otoño,240.0,99.0,0.0,1005.0,9.5,1.2,22.0
2017-06-01 22:00:00,otoño,277.0,104.0,0.0,1005.0,7.5,0.2,106.0
2017-06-02 00:00:00,otoño,257.0,103.0,0.0,1004.0,8.899989999999999,1.8,9.0
2017-06-02 01:00:00,otoño,224.0,103.0,0.0,1004.0,8.100010000000001,1.4,50.0
2017-06-02 02:00:00,otoño,198.0,105.0,0.0,1003.0,7.0,0.6,93.0
2017-06-02 14:00:00,otoño,51.0,104.0,0.0,999.0,7.8,3.9,21.0
2017-06-02 15:00:00,otoño,47.0,92.0,0.0,998.0,10.1,1.6,15.0
2017-06-02 16:00:00,otoño,45.0,87.0,0.0,997.0,11.0,2.0,12.0
2017-06-02 17:00:00,otoño,40.0,91.0,0.6,997.0,10.6,2.0,32.0
2017-06-02 18:00:00,otoño,54.0,103.0,4.8,998.0,9.100010000000001,1.3,22.0
2017-06-02 20:00:00,otoño,32.0,101.0,0.2,997.0,8.600010000000001,1.9,16.0
2017-06-02 21:00:00,otoño,316.0,104.0,2.0,998.0,8.5,0.7,84.0
2017-06-02 23:00:00,otoño,10.0,105.0,0.0,998.0,8.600010000000001,0.8,84.0
2017-06-03 12:00:00,otoño,0.0,92.0,0.0,999.0,11.2,1.3,8.0
2017-06-03 13:00:00,otoño,37.0,88.0,0.0,999.0,11.4,1.3,10.0
2017-06-03 14:00:00,otoño,59.0,96.0,0.6,998.0,10.5,1.6,13.0
2017-06-03 15:00:00,otoño,116.0,91.0,2.2,997.0,11.4,1.2,21.0
2017-06-03 16:00:00,otoño,173.0,102.0,2.6,997.0,10.4,1.1,9.0
2017-06-03 17:00:00,otoño,132.0,97.0,1.2,997.0,10.6,1.3,8.0
2017-06-03 18:00:00,otoño,227.0,97.0,2.2,998.0,10.0,1.4,6.0
2017-06-03 19:00:00,otoño,77.0,98.0,0.0,998.0,9.5,0.9,10.0
2017-06-03 20:00:00,otoño,38.0,98.0,0.0,999.0,9.100010000000001,0.6,17.0
2017-06-03 21:00:00,otoño,255.0,94.0,0.4,1000.0,9.5,1.1,2.0
2017-06-03 22:00:00,otoño,295.0,95.0,0.0,1001.0,9.2,1.4,4.0
2017-06-03 23:00:00,otoño,286.0,95.0,0.0,1002.0,9.100010000000001,1.5,17.0
2017-06-04 00:00:00,otoño,292.0,98.0,0.2,1003.0,8.5,0.9,8.0
2017-06-04 01:00:00,otoño,310.0,102.0,0.2,1004.0,8.0,0.6,18.0
2017-06-04 02:00:00,otoño,308.0,102.0,0.0,1004.0,7.2,0.5,143.0
2017-06-04 03:00:00,otoño,38.0,103.0,0.0,1004.0,5.9,1.0,85.0
2017-06-04 14:00:00,otoño,39.0,104.0,0.0,1006.0,8.899989999999999,1.6,24.0
2017-06-04 15:00:00,otoño,357.0,97.0,0.0,1005.0,9.899989999999999,0.6,8.0
2017-06-04 16:00:00,otoño,322.0,103.0,0.0,1005.0,9.5,0.2,4.0
2017-06-04 17:00:00,otoño,302.0,103.0,0.0,1005.0,9.600010000000001,0.4,3.0
2017-06-04 18:00:00,otoño,322.0,105.0,0.0,1005.0,8.899989999999999,0.3,25.0
2017-06-05 15:00:00,otoño,225.0,96.0,0.0,1006.0,9.5,1.3,41.0
2017-06-05 16:00:00,otoño,251.0,96.0,0.0,1005.0,8.899989999999999,0.9,48.0
2017-06-05 17:00:00,otoño,265.0,100.0,0.0,1005.0,8.2,0.9,30.0
2017-06-05 18:00:00,otoño,315.0,105.0,0.0,1005.0,6.8,0.3,78.0
2017-06-06 02:00:00,otoño,47.0,105.0,0.0,1005.0,5.6,1.2,72.0
2017-06-06 03:00:00,otoño,51.0,104.0,0.0,1005.0,6.0,1.3,68.0
2017-06-06 04:00:00,otoño,51.0,103.0,0.0,1004.0,6.2,1.7,45.0
2017-06-06 05:00:00,otoño,48.0,102.0,0.0,1004.0,6.4,1.8,35.0
2017-06-06 06:00:00,otoño,49.0,103.0,0.0,1003.0,6.5,1.7,23.0
2017-06-06 07:00:00,otoño,43.0,104.0,0.0,1004.0,6.4,1.9,30.0
2017-06-06 08:00:00,otoño,41.0,104.0,0.2,1004.0,6.4,2.0,41.0
