FECHA (YYMMDD);HORA (HHMM);;
050116;1800;;
050116;1900;;
050116;2000;;
050116;2100;;
050116;2200;;
050116;2300;;
050117;0000;;
050117;0100;12;
050117;0200;11,5;
050117;0300;11,3;
050117;0400;10,9;
050117;0500;11,2;
050117;0600;11;
050117;0700;10,6;
050117;0800;10,6;
050117;0900;11,5;
050117;1000;14,4;
050117;1100;16,9;
050117;1200;18,9;
050117;1300;20,7;
050117;1400;22;
050117;1500;23,7;
050117;1600;25,1;
050117;1700;25,4;
050117;1800;25,1;
050117;1900;23,2;
050117;2000;21,1;
050117;2100;18,1;
050117;2200;14,9;
050117;2300;13;
050118;0000;;
050118;0100;10,9;
050118;0200;9,89998;
050118;0300;9,59998;
050118;0400;8,79999;
050118;0500;8;
050118;0600;7,7;
050118;0700;7,39999;
050118;0800;9;
050118;0900;12,6;
050118;1000;14,8;
050118;1100;16,9;
050118;1200;19;
050118;1300;21;
050118;1400;22,8;
050118;1500;23,8;
050118;1600;24,3;
050118;1700;24,3;
050118;1800;23,5;
050118;1900;22,2;
050118;2000;20,7;
050118;2100;18,3;
050118;2200;15;
050118;2300;13,2;
050119;0000;;
050119;0100;11,3;
050119;0200;10,6;
050119;0300;10,3;
050119;0400;10,1;
050119;0500;9,59998;
050119;0600;9,09998;
050119;0700;8,7;
050119;0800;9,39998;
050119;0900;12,4;
050119;1000;15,3;
050119;1100;17,4;
050119;1200;19,1;
050119;1300;20,7;
050119;1400;22;
050119;1500;23,4;
050119;1600;25,1;
050119;1700;25,1;
050119;1800;24,8;
050119;1900;24,8;
050119;2000;22,7;
050119;2100;19,5;
050119;2200;16,1;
050119;2300;13,9;
050120;0000;;
050120;0100;11,7;
050120;0200;11,1;
050120;0300;10,7;
050120;0400;10,1;
050120;0500;9,7;
050120;0600;9,2;
050120;0700;8,7;
050120;0800;9,5;
050120;0900;13,2;
050120;1000;16,1;
050120;1100;18,1;
050120;1200;20,3;
050120;1300;22,7;
050120;1400;24,7;
050120;1500;25,3;
050120;1600;25,1;
050120;1700;24,2;
050120;1800;22,6;
050120;1900;21,1;
050120;2000;19,1;
050120;2100;15,9;
050120;2200;12,7;
050120;2300;11,5;
050121;0000;;
050121;0100;12,4;
050121;0200;12,6;
050121;0300;12,7;
050121;0400;12,6;
050121;0500;11,7;
050121;0600;11,6;
050121;0700;10,9;
050121;0800;11,2;
050121;0900;12,2;
050121;1000;14,3;
050121;1100;15,4;
050121;1200;15,8;
050121;1300;16,6;
050121;1400;16,7;
050121;1500;17,2;
050121;1600;16,7;
050121;1700;15,9;
050121;1800;13,3;
050121;1900;12,1;
050121;2000;12,3;
050121;2100;12,5;
050121;2200;12,2;
050121;2300;11,8;
050122;0000;;
050122;0100;11,6;
050122;0200;11,1;
050122;0300;10,3;
050122;0400;10;
050122;0500;9,89998;
050122;0600;10,2;
050122;0700;9,89998;
