FECHA (YYMMDD);HORA (HHMM);;
040418;2100;0,2;
040418;2200;0,2;
040418;2300;0,2;
040419;0000;0,2;
040419;0100;0,2;
040419;0200;0,2;
040419;0300;0,2;
040419;0400;0,2;
040419;0500;0,2;
040419;0600;0,2;
040419;0700;0,2;
040419;0800;0,2;
040419;0900;0,3;
040419;1000;0,4;
040419;1100;1,6;
040419;1200;1,9;
040419;1300;2,4;
040419;1400;3,3;
040419;1500;3,1;
040419;1600;2,8;
040419;1700;1,8;
040419;1800;2,5;
040419;1900;1,6;
040419;2000;1;
040419;2100;0,599998;
040419;2200;0,799998;
040419;2300;0,4;
040420;0000;0,2;
040420;0100;0,3;
040420;0200;0,599998;
040420;0300;1,3;
040420;0400;1,1;
040420;0500;1,6;
040420;0600;1,8;
040420;0700;2,9;
040420;0800;3,5;
040420;0900;2,7;
040420;1000;2,3;
040420;1100;2,2;
040420;1200;0,799998;
040420;1300;1,4;
040420;1400;2,2;
040420;1500;2,4;
040420;1600;1,4;
040420;1700;0,4;
040420;1800;0,3;
040420;1900;0,5;
040420;2000;2,2;
040420;2100;2,3;
040420;2200;1,8;
040420;2300;1,2;
040421;0000;1,6;
040421;0100;2,6;
040421;0200;4,2;
040421;0300;3,5;
040421;0400;3,6;
040421;0500;2,6;
040421;0600;3,5;
040421;0700;2,3;
040421;0800;2,1;
040421;0900;1,3;
040421;1000;1,4;
040421;1100;0,9;
040421;1200;1;
040421;1300;0,5;
040421;1400;1,1;
040421;1500;1,2;
040421;1600;1,2;
040421;1700;1,4;
040421;1800;0,799998;
040421;1900;0,3;
040421;2000;0,3;
040421;2100;0,2;
040421;2200;0,5;
040421;2300;0,3;
040422;0000;0,2;
040422;0100;0,4;
040422;0200;0,599998;
040422;0300;0,3;
040422;0400;0,599998;
040422;0500;0,2;
040422;0600;0,3;
040422;0700;0,2;
040422;0800;1,1;
040422;0900;1,4;
040422;1000;1,3;
040422;1100;0,799998;
040422;1200;0,799998;
040422;1300;0,599998;
040422;1400;0,2;
040422;1500;0,4;
040422;1600;1,2;
040422;1700;1,4;
040422;1800;0,599998;
040422;1900;0,2;
040422;2000;0,2;
040422;2100;0,2;
040422;2200;0,2;
040422;2300;0,2;
040423;0000;0,2;
040423;0100;0,2;
040423;0200;0,2;
040423;0300;0,2;
040423;0400;0,2;
040423;0500;0,5;
040423;0600;0,3;
040423;0700;0,3;
040423;0800;0,599998;
040423;0900;0,7;
040423;1000;0,4;
040423;1100;0,4;
040423;1200;0,4;
040423;1300;0,5;
040423;1400;0,7;
040423;1500;0,599998;
040423;1600;0,5;
040423;1700;0,4;
040423;1800;0,3;
040423;1900;0,2;
040423;2000;0,2;
040423;2100;0,2;
040423;2200;0,2;
040423;2300;0,9;
040424;0000;1,1;
040424;0100;0,799998;
040424;0200;1,4;
040424;0300;1,2;
040424;0400;1,5;
040424;0500;1,4;
040424;0600;1,5;
040424;0700;1,8;
040424;0800;1,8;
040424;0900;1,6;
040424;1000;1,6;
040424;1100;0,799998;
040424;1200;0,2;
040424;1300;0,2;
040424;1400;0,5;
040424;1500;1,2;
040424;1600;2;
040424;1700;1,9;
040424;1800;1,3;
040424;1900;1,4;
040424;2000;0,4;
040424;2100;0,5;
040424;2200;0,2;
040424;2300;0,4;
040425;0000;0,4;
040425;0100;0,5;
040425;0200;0,799998;
040425;0300;0,4;
040425;0400;0,3;
040425;0500;0,3;
040425;0600;0,2;
040425;0700;0,2;
040425;0800;0,2;
040425;0900;0,2;
040425;1000;0,3;
040425;1100;0,5;
040425;1200;1,3;
040425;1300;1,5;
040425;1400;1,9;
040425;1500;2,5;
040425;1600;2,5;
040425;1700;2,7;
040425;1800;2,2;
040425;1900;1,3;
040425;2000;1,1;
040425;2100;0,599998;
040425;2200;0,9;
040425;2300;0,3;
040426;0000;0,3;
040426;0100;0,3;
040426;0200;0,2;
040426;0300;0,2;
040426;0400;0,3;
040426;0500;0,3;
040426;0600;1;
040426;0700;0,7;
040426;0800;1;
040426;0900;1,2;
040426;1000;0,799998;
040426;1100;0,599998;
040426;1200;0,9;
040426;1300;0,9;
040426;1400;1,2;
040426;1500;0,7;
040426;1600;0,599998;
040426;1700;0,799998;
040426;1800;1;
040426;1900;0,9;
040426;2000;0,7;
040426;2100;1,2;
040426;2200;0,3;
040426;2300;0,3;
040427;0000;0,3;
040427;0100;0,4;
040427;0200;1,2;
040427;0300;1,4;
040427;0400;0,799998;
040427;0500;0,599998;
040427;0600;0,3;
040427;0700;0,2;
040427;0800;0,3;
040427;0900;0,9;
040427;1000;1,1;
040427;1100;1,3;
040427;1200;1,3;
040427;1300;1,4;
040427;1400;1;
040427;1500;0,5;
040427;1600;0,9;
040427;1700;0,799998;
040427;1800;0,599998;
040427;1900;0,2;
040427;2000;0,2;
040427;2100;0,2;
040427;2200;0,4;
040427;2300;0,7;
040428;0000;0,3;
040428;0100;0,3;
040428;0200;0,3;
040428;0300;0,2;
040428;0400;0,2;
040428;0500;0,3;
040428;0600;0,599998;
040428;0700;0,9;
040428;0800;1,2;
040428;0900;0,799998;
040428;1000;;
040428;1100;0,4;
040428;1200;3,5;
040428;1300;0,9;
040428;1400;1;
040428;1500;1,4;
040428;1600;1,8;
040428;1700;2,7;
040428;1800;3;
040428;1900;1,4;
040428;2000;1;
040428;2100;0,5;
040428;2200;0,5;
040428;2300;0,7;
040429;0000;0,5;
040429;0100;1,3;
040429;0200;1,8;
040429;0300;2,7;
040429;0400;2,1;
040429;0500;2,2;
040429;0600;2,8;
040429;0700;2,1;
040429;0800;1,7;
040429;0900;1,5;
040429;1000;1,4;
040429;1100;2,2;
040429;1200;2,1;
040429;1300;1,9;
040429;1400;2,1;
040429;1500;2;
040429;1600;2;
040429;1700;2;
040429;1800;1,4;
040429;1900;0,599998;
040429;2000;0,2;
040429;2100;0,4;
040429;2200;0,4;
040429;2300;0,2;
040430;0000;0,2;
040430;0100;0,2;
040430;0200;0,2;
040430;0300;0,3;
040430;0400;0,4;
040430;0500;0,2;
040430;0600;0,3;
040430;0700;0,4;
040430;0800;0,2;
040430;0900;0,2;
040430;1000;0,7;
040430;1100;1,1;
040430;1200;1,1;
040430;1300;0,799998;
040430;1400;1,2;
040430;1500;1,4;
040430;1600;1,5;
040430;1700;1,2;
040430;1800;1,7;
040430;1900;1,3;
040430;2000;0,599998;
040430;2100;0,4;
